< 미적·기하 and 과학탐구 응시자 기준 분석결과 >,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1) 적정점수=합격률80%인 점수, 예상점수=합격률50%인 점수, 소신점수=합격률20%인 점수",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2) 나의 점수가 적정점수 이상인 경우(=합격률80%이상)은 진한녹색. 예상점수 이상이나 적정점수 미만인 경우(=합격률50~79%) 연한녹색. 예상점수 미만인 경우 노랑색(=합격률20~49%; 소신점수 이상) 또는 붉은색(=합격률20%미만; 소신점수에도 미달), 필수과목 결격사유로 응시제한된 경우 흰색",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
모집단위,,,,나의 환산점수 및 환산점수기준 계열內전국등수(누백),,,,,2026학년도(20251113수능) 기준 지원선,,,,,,이과응시자기준 과거입시결과(합격권),,,,,,과거입시결과(상위70%),,,,,,모집군 및 정원,,,,,,,,수능반영방법,,,,,,,,,국수탐구성비 및 영어1등급대비감점,,,,,,,,,,,,,,
계열,대학교,전공,합격가능성,수능점수,내신점수,수능+내신,누백,전국등수 / 이과,적정점수,예상점수,소신점수,적정누백,예상누백,소신누백,2411 ,2311 ,2211 ,2111 ,2011 ,1911 ,2411 ,2311 ,2211 ,2111 ,2011 ,1911 ,대학구분,모집군,정원,시도,시군,학과특성,대학교(약칭),전공(약칭),선발유형,점수환산,수탐선택,수능요소,수능조합,필수,선택,가중택,탐구과목수,국어배점,수학배점,탐구배점,국어구성비,수학구성비,탐구구성비,영어1환점,영어2환점,영어3환점,영어4환점,영어5환점,영어6환점,영어7환점,영어8환점,영어9환점
이과,우송대학교,글로벌철도학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,174.00 ,158.71 ,132.52 ,55.60 ,71.20 ,86.60 ,-,72.24 ,72.24 ,70.59 ,56.78 ,-,-,67.73 ,65.91 ,67.89 ,-,-,우송대,수시이월,0 ,대전,대전,자연,우송대,글로벌철도,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,글로벌호텔매니지먼트학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,161.60 ,141.14 ,100.77 ,68.88 ,82.54 ,93.47 ,74.40 ,84.08 ,72.68 ,94.75 ,-,-,-,75.42 ,61.40 ,91.09 ,-,-,우송대,수시이월,0 ,대전,대전,인문,우송대,글로벌호텔,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,물류시스템학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,175.39 ,161.52 ,136.42 ,53.81 ,68.91 ,84.24 ,-,83.56 ,68.71 ,78.14 ,65.97 ,-,-,77.86 ,48.95 ,74.23 ,-,-,우송대,수시이월,0 ,대전,대전,자연,우송대,물류시스템,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,물리치료학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,187.60 ,181.67 ,169.20 ,35.15 ,45.42 ,61.95 ,51.21 ,39.02 ,37.32 ,51.93 ,43.54 ,43.85 ,-,35.90 ,32.72 ,50.54 ,40.49 ,42.09 ,우송대,나,3 ,대전,대전,자연,우송대,물리치료,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,미디어디자인영상전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,175.31 ,163.30 ,121.37 ,53.85 ,68.18 ,90.33 ,42.26 ,68.67 ,67.73 ,95.00 ,58.65 ,70.12 ,-,68.03 ,62.12 ,93.58 ,58.09 ,-,우송대,수시이월,0 ,대전,대전,자연,우송대,미디어영상전공,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,보건의료경영학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,158.60 ,133.70 ,85.04 ,71.28 ,85.66 ,94.38 ,84.65 ,68.33 ,75.77 ,93.73 ,-,-,-,67.93 ,72.37 ,89.52 ,-,-,우송대,수시이월,0 ,대전,대전,인문,우송대,보건의료경영,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,사회복지학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,164.25 ,146.25 ,118.92 ,67.24 ,81.23 ,90.62 ,79.31 ,93.97 ,69.42 ,74.15 ,-,-,-,93.31 ,60.30 ,71.25 ,-,-,우송대,수시이월,0 ,대전,대전,인문,우송대,사회복지학과,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,소방안전학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,168.91 ,150.40 ,118.18 ,62.37 ,78.43 ,90.72 ,-,87.83 ,-,75.17 ,77.01 ,56.25 ,-,81.71 ,-,72.68 ,71.12 ,55.50 ,우송대,수시이월,0 ,대전,대전,자연,우송대,소방안전,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,솔브릿지경영학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,175.02 ,163.68 ,155.99 ,53.96 ,67.66 ,74.16 ,61.56 ,62.05 ,59.56 ,75.00 ,-,-,-,53.61 ,50.61 ,70.48 ,-,-,우송대,나,1 ,대전,대전,인문,우송대,솔브릿지경영,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,스포츠건강재활학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,172.09 ,156.40 ,136.66 ,58.91 ,73.74 ,84.13 ,83.31 ,53.72 ,-,-,-,-,-,48.73 ,-,-,-,-,우송대,수시이월,0 ,대전,대전,인문,우송대,스포츠건강재활,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,언어치료청각재활학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,159.48 ,122.55 ,104.03 ,70.65 ,90.09 ,93.12 ,93.55 ,93.89 ,83.96 ,92.87 ,-,-,93.55 ,88.42 ,78.91 ,89.52 ,-,-,우송대,수시이월,0 ,대전,대전,공통,우송대,언어치료청각재활,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,외식조리경영전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,179.71 ,172.91 ,159.44 ,47.36 ,58.17 ,70.66 ,56.83 ,47.95 ,54.51 ,50.72 ,50.97 ,57.31 ,56.83 ,47.95 ,51.47 ,50.58 ,49.33 ,39.45 ,우송대,수시이월,0 ,대전,대전,인문,우송대,외식경영,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,외식조리영양학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,178.40 ,169.20 ,131.62 ,51.21 ,62.04 ,87.32 ,51.29 ,60.69 ,89.63 ,70.81 ,64.46 ,63.59 ,53.72 ,58.02 ,87.87 ,67.73 ,62.68 ,39.45 ,우송대,수시이월,0 ,대전,대전,자연,우송대,외식영양,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,외식조리자율학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,180.46 ,173.69 ,157.48 ,46.72 ,56.74 ,72.32 ,51.29 ,60.69 ,61.61 ,55.66 ,50.97 ,57.31 ,53.72 ,58.02 ,58.19 ,53.97 ,49.33 ,39.45 ,우송대,가,12 ,대전,대전,공통,우송대,외식조리학부,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,외식조리전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,185.60 ,180.31 ,166.00 ,39.02 ,46.80 ,65.95 ,44.65 ,57.85 ,45.78 ,46.62 ,33.77 ,43.85 ,53.72 ,53.46 ,36.24 ,43.69 ,31.93 ,39.45 ,우송대,수시이월,0 ,대전,대전,자연,우송대,외식조리전공,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,유아교육과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,165.13 ,142.97 ,101.10 ,66.82 ,82.07 ,93.44 ,66.05 ,90.52 ,-,-,-,-,66.05 ,83.95 ,-,-,-,-,우송대,수시이월,0 ,대전,대전,인문,우송대,유아교육,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,응급구조학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,181.60 ,174.00 ,146.13 ,45.93 ,55.64 ,81.28 ,90.94 ,58.23 ,49.28 ,59.22 ,60.84 ,67.08 ,-,58.23 ,49.28 ,56.83 ,55.54 ,62.93 ,우송대,다,1 ,대전,대전,자연,우송대,응급구조,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,작업치료학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,176.04 ,166.40 ,149.46 ,53.38 ,64.67 ,79.12 ,68.33 ,68.67 ,59.43 ,67.78 ,70.46 ,70.06 ,68.33 ,65.11 ,59.31 ,65.51 ,67.34 ,69.31 ,우송대,나,1 ,대전,대전,자연,우송대,작업치료,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,제과제빵조리전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,184.00 ,177.20 ,157.41 ,42.83 ,51.88 ,72.47 ,50.62 ,51.54 ,56.08 ,55.66 ,50.97 ,57.31 ,50.62 ,51.54 ,56.08 ,53.97 ,49.33 ,39.45 ,우송대,수시이월,0 ,대전,대전,공통,우송대,제과제빵조리,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,철도건설시스템전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,177.99 ,169.09 ,156.53 ,51.33 ,62.18 ,73.61 ,53.06 ,73.42 ,65.24 ,67.78 ,72.64 ,57.00 ,53.06 ,69.02 ,59.27 ,61.98 ,67.54 ,53.76 ,우송대,수시이월,0 ,대전,대전,자연,우송대,철도건설,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,철도경영학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,182.25 ,175.14 ,165.62 ,44.79 ,53.91 ,66.61 ,44.65 ,54.98 ,46.91 ,94.33 ,-,-,-,51.35 ,44.08 ,90.64 ,-,-,우송대,다,3 ,대전,대전,인문,우송대,철도경영,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,철도소프트웨어전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,179.10 ,160.78 ,131.25 ,50.39 ,69.84 ,87.61 ,49.51 ,69.42 ,70.42 ,84.16 ,49.80 ,-,-,64.58 ,61.93 ,75.55 ,-,-,우송대,수시이월,0 ,대전,대전,자연,우송대,철도SW,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,철도전기시스템전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,173.98 ,163.09 ,117.70 ,56.44 ,68.37 ,90.78 ,56.42 ,76.74 ,54.51 ,92.07 ,48.41 ,51.95 ,-,71.23 ,48.42 ,92.07 ,44.95 ,48.74 ,우송대,다,3 ,대전,대전,자연,우송대,철도전기,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,철도차량시스템학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,183.85 ,176.44 ,164.47 ,43.10 ,52.21 ,67.10 ,49.78 ,53.06 ,51.04 ,88.38 ,48.41 ,46.91 ,-,48.73 ,49.00 ,84.47 ,42.80 ,42.76 ,우송대,나,4 ,대전,대전,자연,우송대,철도차량,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,컴퓨터공학전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,170.41 ,156.07 ,122.81 ,60.64 ,74.08 ,90.02 ,65.65 ,74.56 ,74.09 ,88.42 ,52.29 ,48.94 ,-,71.23 ,68.88 ,81.49 ,50.90 ,-,우송대,수시이월,0 ,대전,대전,자연,우송대,컴퓨터정보,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,컴퓨터소프트웨어전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,169.91 ,150.56 ,114.12 ,61.16 ,78.32 ,91.37 ,77.30 ,72.94 ,59.86 ,90.56 ,-,-,-,69.22 ,54.14 ,83.89 ,-,-,우송대,수시이월,0 ,대전,대전,자연,우송대,컴퓨터SW,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,한식조리과학전공,오류(영어국사),0.00 ,0.00 ,0.00 ,,,179.20 ,173.10 ,150.10 ,47.46 ,58.09 ,78.65 ,53.06 ,85.42 ,62.03 ,54.47 ,54.66 ,64.49 ,53.72 ,79.14 ,59.31 ,53.88 ,53.38 ,39.45 ,우송대,수시이월,0 ,대전,대전,공통,우송대,한식조리과학,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,우송대학교,호텔관광경영학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,165.79 ,147.88 ,125.63 ,66.53 ,80.55 ,89.24 ,-,77.30 ,76.18 ,90.16 ,-,-,-,73.18 ,69.58 ,86.72 ,-,-,우송대,수시이월,0 ,대전,대전,인문,우송대,호텔경영,통합선발,우송통합,자유선택,백+백,국수영탐(1)中가중택2,,,국수영탐(1)中가중택2,1 ,선택형,선택형,선택형,우수과목에 가중치,,,0.00 ,-0.80 ,-2.20 ,-3.60 ,-5.00 ,-8.00 ,-11.00 ,-16.00 ,-20.00 
이과,울산대학교,ICT융합학부(인공지능),오류(영어국사),0.00 ,0.00 ,0.00 ,,,783.62 ,698.49 ,578.80 ,47.77 ,61.17 ,75.55 ,42.43 ,61.33 ,-,69.21 ,53.77 ,-,39.02 ,61.33 ,-,63.33 ,46.05 ,-,울산대,가,2 ,울산,울산,자연,울산대,AI융합,통합선발,울산자연,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,183 ,275 ,275 ,25%,38%,38%,0.00 ,-3.49 ,-6.97 ,-12.20 ,-17.43 ,-26.15 ,-34.86 ,-52.29 ,-69.72 
이과,울산대학교,"ICT융합학부(컴퓨터,산업공,수학)",오류(영어국사),0.00 ,0.00 ,0.00 ,,,774.73 ,668.63 ,478.52 ,49.08 ,65.25 ,85.36 ,62.32 ,-,-,-,-,-,58.18 ,-,-,-,-,-,울산대,나,2 ,울산,울산,자연,울산대,ICT융합,통합선발,울산자연,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,183 ,275 ,275 ,25%,38%,38%,0.00 ,-3.49 ,-6.97 ,-12.20 ,-17.43 ,-26.15 ,-34.86 ,-52.29 ,-69.72 
이과,울산대학교,간호학과,오류(영어국사),0.00 ,0.00 ,0.00 ,,,875.40 ,852.02 ,812.96 ,28.74 ,34.81 ,42.53 ,29.13 ,35.26 ,27.07 ,31.05 ,19.41 ,19.11 ,26.86 ,27.80 ,24.71 ,24.46 ,18.00 ,17.39 ,울산대,나,30 ,울산,울산,공통,울산대,간호,통합선발,울산간호,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,189 ,283 ,283 ,25%,38%,38%,0.00 ,-3.58 ,-7.17 ,-12.55 ,-17.92 ,-26.89 ,-35.85 ,-53.77 ,-71.70 
이과,울산대학교,건축도시환경학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,731.69 ,646.79 ,556.83 ,56.23 ,68.12 ,78.65 ,63.92 ,64.99 ,71.36 ,78.57 ,69.79 ,57.27 ,59.95 ,60.56 ,68.22 ,71.16 ,56.81 ,48.90 ,울산대,가,9 ,울산,울산,자연,울산대,건축도시환경,통합선발,울산자연,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,183 ,275 ,275 ,25%,38%,38%,0.00 ,-3.49 ,-6.97 ,-12.20 ,-17.43 ,-26.15 ,-34.86 ,-52.29 ,-69.72 
이과,울산대학교,건축학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,758.36 ,687.94 ,607.21 ,51.75 ,62.69 ,72.39 ,63.92 ,65.34 ,59.87 ,66.41 ,65.27 ,54.02 ,59.95 ,58.48 ,55.47 ,58.71 ,55.06 ,47.04 ,울산대,나,10 ,울산,울산,자연,울산대,건축학부,통합선발,울산자연,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,183 ,275 ,275 ,25%,38%,38%,0.00 ,-3.49 ,-6.97 ,-12.20 ,-17.43 ,-26.15 ,-34.86 ,-52.29 ,-69.72 
이과,울산대학교,경영경제융합학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,732.34 ,653.77 ,584.30 ,52.39 ,64.53 ,72.74 ,62.51 ,66.35 ,58.24 ,71.58 ,-,-,58.39 ,55.19 ,54.07 ,62.05 ,-,-,울산대,나,10 ,울산,울산,인문,울산대,경영경제융합,통합선발,울산인문,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,300 ,200 ,300 ,38%,25%,38%,0.00 ,-3.80 ,-7.60 ,-13.30 ,-19.00 ,-28.50 ,-38.00 ,-57.00 ,-76.00 
이과,울산대학교,경영학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,750.30 ,667.63 ,571.86 ,49.53 ,62.32 ,74.48 ,62.51 ,63.81 ,49.52 ,68.07 ,-,-,58.39 ,58.08 ,45.22 ,51.47 ,-,-,울산대,다,4 ,울산,울산,인문,울산대,경영,통합선발,울산인문,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,300 ,200 ,300 ,38%,25%,38%,0.00 ,-3.80 ,-7.60 ,-13.30 ,-19.00 ,-28.50 ,-38.00 ,-57.00 ,-76.00 
이과,울산대학교,공공인재학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,732.33 ,653.75 ,589.64 ,52.39 ,64.54 ,72.11 ,62.76 ,62.24 ,75.15 ,70.79 ,-,-,58.67 ,57.46 ,72.42 ,67.53 ,-,-,울산대,가,10 ,울산,울산,인문,울산대,공공인재,통합선발,울산인문,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,300 ,200 ,300 ,38%,25%,38%,0.00 ,-3.80 ,-7.60 ,-13.30 ,-19.00 ,-28.50 ,-38.00 ,-57.00 ,-76.00 
이과,울산대학교,공학계열,오류(영어국사),0.00 ,0.00 ,0.00 ,,,824.37 ,751.07 ,678.34 ,40.04 ,52.79 ,64.03 ,-,56.39 ,48.95 ,-,-,-,-,51.04 ,44.75 ,-,-,-,울산대,다,13 ,울산,울산,자연,울산대,공학계열,통합선발,울산자연,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,183 ,275 ,275 ,25%,38%,38%,0.00 ,-3.49 ,-6.97 ,-12.20 ,-17.43 ,-26.15 ,-34.86 ,-52.29 ,-69.72 
이과,울산대학교,과학기술융합계열,오류(영어국사),0.00 ,0.00 ,0.00 ,,,757.13 ,651.48 ,542.33 ,51.98 ,67.66 ,80.35 ,-,69.56 ,64.52 ,76.68 ,-,-,-,62.12 ,60.62 ,68.04 ,-,-,울산대,다,3 ,울산,울산,자연,울산대,과학기술융합계열,통합선발,울산자연,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,183 ,275 ,275 ,25%,38%,38%,0.00 ,-3.49 ,-6.97 ,-12.20 ,-17.43 ,-26.15 ,-34.86 ,-52.29 ,-69.72 
이과,울산대학교,글로벌인문학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,696.62 ,605.61 ,497.10 ,58.06 ,70.05 ,82.74 ,67.87 ,81.85 ,70.58 ,79.05 ,-,-,64.34 ,75.21 ,67.34 ,73.71 ,-,-,울산대,다,7 ,울산,울산,인문,울산대,인문계열,통합선발,울산인문,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,300 ,200 ,300 ,38%,25%,38%,0.00 ,-3.80 ,-7.60 ,-13.30 ,-19.00 ,-28.50 ,-38.00 ,-57.00 ,-76.00 
이과,울산대학교,디자인융합학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,711.24 ,613.07 ,498.72 ,55.55 ,69.26 ,82.63 ,68.28 ,60.65 ,-,92.13 ,80.85 ,59.38 ,64.80 ,55.74 ,-,86.53 ,64.39 ,51.83 ,울산대,수시이월,0 ,울산,울산,공통,울산대,디자인융합,통합선발,울산인문,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,300 ,200 ,300 ,38%,25%,38%,0.00 ,-3.80 ,-7.60 ,-13.30 ,-19.00 ,-28.50 ,-38.00 ,-57.00 ,-76.00 
이과,울산대학교,미래모빌리티공학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,762.26 ,695.85 ,579.94 ,50.83 ,61.57 ,75.38 ,57.76 ,57.59 ,63.28 ,75.96 ,86.43 ,49.17 ,53.12 ,52.81 ,59.25 ,68.62 ,63.06 ,43.32 ,울산대,가,5 ,울산,울산,자연,울산대,미래모빌리티,통합선발,울산자연,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,183 ,275 ,275 ,25%,38%,38%,0.00 ,-3.49 ,-6.97 ,-12.20 ,-17.43 ,-26.15 ,-34.86 ,-52.29 ,-69.72 
이과,울산대학교,바이오메디컬헬스학부,오류(영어국사),0.00 ,0.00 ,0.00 ,,,726.41 ,641.07 ,538.99 ,56.80 ,68.81 ,80.70 ,67.31 ,64.53 ,68.08 ,83.43 ,89.28 ,56.81 ,63.72 ,62.20 ,64.57 ,71.29 ,62.10 ,49.31 ,울산대,다,4 ,울산,울산,자연,울산대,바이오메디컬헬스,통합선발,울산자연,자유선택,백+백,국수영탐(1)한,국수영탐(1)한,,,1 ,183 ,275 ,275 ,25%,38%,38%,0.00 ,-3.49 ,-6.97 ,-12.20 ,-17.43 ,-26.15 ,-34.86 ,-52.29 ,-69.72 
